223,225,0.2089218
223,296,0.16454
224,233,0.3387596
224,237,0.3048722
225,261,0.1480845
226,231,0.360873
226,279,0.2966326
227,231,0.3760915
227,234,0.4529773
227,235,0.4872998
228,230,0.2994531
228,235,0.4704451
229,231,0.3248489
229,234,0.5156193
230,232,0.366292
230,233,0.3287464
231,233,0.1553114
232,920,0.3922352
232,940,0.7985781
233,237,0.1761542
236,284,0.1721259
240,241,0.079144
240,271,0.0856014
240,312,0.1498379
241,271,0.1001343
241,276,0.1663358
241,315,0.1162649
242,249,0.0978597
242,312,0.1259805
243,245,0.0487579
243,246,0.2700478
243,251,0.0223769
243,292,0.0692807
244,248,0.149854
244,250,0.1306014
244,252,0.155154
244,277,0.1587462
245,251,0.0607183
245,285,0.0743189
245,292,0.1623389
246,279,0.1679517
247,252,0.0959795
247,270,0.2628885
247,312,0.139761
248,250,0.0246263
248,289,0.0666879
248,920,0.0923441
249,252,0.1570886
250,251,0.0365061
250,280,0.0737864
260,261,0.0599406
260,262,0.0656574
261,262,0.0905462
261,296,0.0784869
262,286,0.0587222
262,296,0.1386651
270,278,0.0596532
270,312,0.2390978
271,274,0.1293277
271,278,0.0494436
273,275,0.1206441
273,920,0.3265235
274,275,0.2314696
275,276,0.2360969
277,278,0.0647887
277,920,0.1070586
278,920,0.0709983
279,290,0.3872406
279,291,0.6119585
279,331,0.1868876
279,333,0.7649269
280,283,0.0578163
280,285,0.0648322
280,287,0.0473776
280,289,0.0382912
281,286,0.0511645
281,293,0.0680267
281,296,0.1798785
282,283,0.0562389
282,289,0.0463197
282,920,0.0786033
282,940,0.3190634
283,287,0.068339
284,288,0.0951345
285,286,0.0521785
286,287,0.0735257
286,288,0.0644079
287,288,0.0820088
290,291,0.059045
291,293,0.0754977
291,294,0.057955
291,295,0.0876748
292,293,0.0648921
293,294,0.0832772
293,295,0.1067714
293,296,0.2520231
294,295,0.0701594
301,940,0.2736706
302,303,0.4333333
302,317,0.611169
302,319,0.5601708
302,346,0.6892141
303,920,1.503822
310,312,0.0843238
310,313,0.0639082
310,314,0.0468778
310,315,0.0348749
310,318,0.0489569
310,320,0.1202301
310,920,0.1700259
312,318,0.0919265
313,314,0.0537429
313,317,0.0388646
313,320,0.0575461
313,340,0.1034022
314,317,0.0500411
314,319,0.0448845
314,920,0.1678264
315,920,0.1867104
316,318,0.116243
316,320,0.1511395
316,332,0.2071325
317,319,0.0468089
317,342,0.1473454
318,320,0.0875392
331,332,0.4706533
332,340,0.4075556
332,345,0.367993
332,348,0.3487307
333,334,0.6874852
334,345,0.4896428
340,342,0.0683403
340,347,0.0922592
340,348,0.0654031
341,343,0.1304896
341,344,0.1052291
341,349,0.0714077
342,346,0.0506642
342,347,0.0661836
342,348,0.0360276
343,349,0.1391108
343,414,0.0554664
344,345,0.0941074
344,348,0.0354373
346,350,0.0951221
347,348,0.0622146
347,350,0.0605483
350,920,0.2548222
401,404,0.1125771
401,472,0.1875271
401,494,0.0957374
401,920,0.2304136
401,940,0.4291
402,404,0.054801
402,456,0.0834445
402,477,0.079839
403,404,0.0679106
403,407,0.129133
403,493,0.0769879
404,466,0.1098996
404,467,0.1164123
404,493,0.0815913
405,406,0.0221608
405,408,0.0227561
405,434,0.1386316
405,446,0.040496
405,447,0.0436929
405,448,0.0215303
406,408,0.026328
407,408,0.0288007
407,456,0.1517366
408,429,0.0881489
408,493,0.0859924
410,411,0.0682315
410,413,0.1053215
410,463,0.1532367
410,464,0.1717522
411,413,0.0907309
411,463,0.1254088
411,464,0.1373863
411,920,0.3615324
411,940,0.2464147
412,413,0.1058063
412,416,0.0864522
412,474,0.0699129
412,478,0.0933958
413,426,0.1891191
414,416,0.0789848
415,416,0.0682349
415,417,0.0475028
416,417,0.0678457
416,474,0.0812001
420,421,0.1216074
420,422,0.2113532
420,431,0.1611645
421,422,0.1467747
421,423,0.0967522
421,432,0.1233593
421,920,0.2729691
421,940,0.241284
422,423,0.1068105
422,448,0.0607247
423,424,0.09785
424,425,0.07992
424,439,0.2026265
424,441,0.0927782
425,436,0.1197483
425,443,0.0913878
426,940,0.5372919
427,481,0.1659073
427,485,0.0875408
427,920,0.3193003
427,940,0.1014377
428,430,0.1366327
428,431,0.1309334
428,432,0.16923
428,494,0.1488848
428,920,0.2515763
428,940,0.4334024
429,433,0.0967444
429,434,0.048549
430,433,0.1825683
430,493,0.0888006
430,494,0.1922912
431,432,0.1078695
431,433,0.1244713
431,434,0.0838773
433,434,0.0845672
433,493,0.1221082
435,436,0.1134176
435,438,0.182843
435,439,0.0666725
435,491,0.3183193
435,940,0.4237264
436,438,0.0882343
436,439,0.0881285
436,443,0.1596352
438,439,0.1330796
438,440,0.268097
438,483,0.1156521
439,441,0.2615964
440,485,1.039285
440,920,1.439797
440,940,0.413303
441,442,0.0482016
442,490,0.1074455
442,940,0.1119443
443,445,0.0644243
443,447,0.038257
443,448,0.034263
443,449,0.1103003
443,451,0.3943108
444,446,0.0435296
444,456,0.1270476
445,451,0.3862822
445,483,0.0758159
446,447,0.0473813
447,448,0.0346849
449,451,0.2659463
450,451,0.1165032
450,482,0.2475863
450,920,0.6190335
450,940,0.1219494
452,453,0.0531773
452,457,0.0545814
452,458,0.0769277
454,458,0.0679074
454,474,0.076382
455,456,0.1043869
455,457,0.1108258
455,458,0.0216213
455,471,0.0438039
455,477,0.0678797
456,457,0.0355581
456,477,0.0640099
457,477,0.0783397
458,470,0.0480043
460,467,0.0630364
460,468,0.0656381
460,469,0.0778605
460,473,0.0908138
460,475,0.0645519
461,462,0.1252473
461,466,0.095731
461,467,0.1268541
462,464,0.1108597
462,466,0.1797734
462,472,0.1299458
462,473,0.1425785
462,476,0.132582
463,464,0.1225822
463,476,0.1735517
464,475,0.1377113
464,476,0.1404239
464,478,0.1659541
465,468,0.085922
465,474,0.0634219
465,478,0.0796743
466,467,0.0689862
466,472,0.1824429
467,469,0.0558956
467,473,0.1184401
467,477,0.0677943
468,469,0.0604867
468,470,0.0790964
468,474,0.0790041
468,475,0.0797625
469,470,0.0529236
469,477,0.0546203
470,471,0.046336
470,474,0.0559417
470,477,0.0531535
472,920,0.4450252
472,940,0.5720103
474,478,0.0780644
475,478,0.0811029
476,920,0.4650821
476,940,0.6435746
480,481,0.0721353
480,482,0.0456573
480,484,0.0751974
480,920,0.2126146
480,940,0.0841523
481,483,0.0393959
481,484,0.036641
482,484,0.0871286
483,485,0.0943225
490,491,0.062194
490,492,0.0679099
491,492,0.0623406
491,940,0.1676512
493,494,0.1712362
494,920,0.2887863
494,940,0.3815912
